lshnns_file_index	input__filename_index	cv__analyzer	cv__binary	cv__lowercase	cv__min_df	cv__ngram_range	cv__norm	cv__stop_words	cv__tokenizer	cv__use_idf	input__filename_index_lsht	lsht__n_jobs	lsht__n_permutations	lsht__selection_function	input__filename_index_lshtnns	lshnns__n_neighbors	lshnns__sort_neighbors	MAP	MAP_std	precision_recall_path	recall_mean	recall_std	precision_mean	precision_std	documents_count	queries_count	vocabulary_size	lsht_features	indexing_mean_time	querying_mean_time	cv_documents_mean_time	cv_queries_mean_time	lsht_documents_mean_time	lsht_queries_mean_time	nns_documents_mean_time	nns_queries_mean_time
0	0	word	False	True	1	(1, 1)	l1	english		True	0	-1	6	MinMaxSFP(RAE)(4)	0	5	False	0.14266666666666666	0.14205476252331548	pan10-10-samples_lshnns_0_results_evaluation.h5	0.12804761904761902	0.10199916632979306	0.24000000000000005	0.14966629547095764	84.0	10.0	75103.0	48.0	0.5062474892252967	0.24334754943847656	0.037083154632931666	0.04578542709350586	0.14794536715462095	0.1513909339904785	0.32121896743774414	0.04617118835449219
1	1	word	False	True	1	(1, 1)	l1	english		True	0	-1	192	MinMaxSFP(RAE)(4)	1	5	False	0.296	0.18130882187276184	pan10-10-samples_lshnns_1_results_evaluation.h5	0.20276190476190475	0.17915571711518638	0.36	0.17435595774162693	84.0	10.0	75103.0	1536.0	14.438766164439064	5.424027395248413	0.037083154632931666	0.04578542709350586	4.146512902918316	3.7930306911468508	10.255170106887817	1.5852112770080566
